User_ID;Poll_ID;Poll_Type;Poll_Question;Poll_Option;Survey_name;Submission_Date;Submission_Time
0736b765d88055b85652e306f7254c0d58e4610a;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:48
82e1a26649c93cf9e33413c3c7670d934f709c4b;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:13:05
2396e3544ea125dffc2a7f7b67db78c3b1a12562;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:48
fc1b3a412d6ef6da33678f018e68257c06de75af;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:45
4f9eaf8d1e87c3f592015aeb9f6764aad917315e;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:57
790ba925666bb87b6554c61d319331db3733ff5a;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:38
b5a7f19cd218d23c1c8504ee5d8ad5f28a214f67;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:48
e3cce904d7b751485fb633d872437812a6b16de1;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:36
e79c75e40c38115a4c8df79914bce2455b42bbc3;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:40
0d9612384dde6004f18d6d01e7b3882b5447a1ab;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:39
d3bb83f304368d27e87628d093dcb4d4ca7b84d4;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:46
8590d75c2b4c3154023e1ab7a5fb5054c5468f2c;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:49
7dba945ad8aacd086c2a94d54d3466aa3d9dd86f;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:51
eabf8bbef999d80adc02e83faa910078b3dee625;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:48
c6ef6d1996c35374f620ddd5218ef09e0a158bfb;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:13:06
a822f1cd29fa1df3f0b170128ba529eedd6c59fe;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:37
f6562714e4aa78039b088868dab3a57628ea3096;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:13:10
c564d17e97163542dc0521b6321c8cfb8924f7c1;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:38
1cd60243b541bee9aea1db3474786445c50c1587;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:44
ee1eabf881672e81607092a278b53e762cd11d32;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:13:01
f99801f41363db798e89ea5b9422a476df6ce4a0;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:46
cde26d069a4cb328025f10b9624e4e49bb34b131;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:13:15
8269ee4c1834b4da30617f98fc7d01be30109f46;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:44
29be79cb18e9536d44d164f2c2b9dde1336e798c;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:13:00
102a0440b81a00b7e5c16020ba6ba89be597524a;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:57
e1fba6a1807784acbdf51d4b0ebb074b40bf906d;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:47
7a232f36a9d322b1e467cdcb1aff29877b55806e;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:42
792ad25a22de00b65fd28a8601133ddbe2845240;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:13:00
e14dab58d89d8774bb96db5e7913115aa84d623f;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:13:08
02c3a694fe41ce1ba0b2cb5c34de0cca7f3ad68b;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:58
e9542364b7b2d1784d48c213cdc8d183f323e860;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:41
000a1298e0efba82ff07be07d5d349b19f018815;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:46
243415db3398f882328d9556f35bdb05b55c9373;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:51
d0e5b5401b750d5c9e3b6608e965d46497e8e11d;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:46
ee51c1a9988db8a3d46d7381d4bec87b8422e6a7;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:48
1c10b0b63335e0bd151c5c75e85e7d2a0eca7ae4;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:40
3255c40de8a2b42e61cde3b2238158a7371ea528;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:55
cc7bcca4d9e3c19f505cf52afec00fda724bf62a;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:13:09
b87db8f447f8d82004945880b3f6ad9507569611;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:43
cf2bfc26e425cddb6f2a920ff38372abcfd83732;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:53
b98b131611eff2afc2e322637f72e978b171cc7b;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:53
afc7df8bc96d3c18a51eb639d3937d58096f0db8;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:58
169e82a510c06f32b11968ff5cf5fe16bd5f87f6;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:41
7ce633a7dc5f02d5847802448b8bed7fc45802b3;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:40
3c6786e78c13b3d07b235a0c3f4a4f8e8f3ffaf5;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:13:21
4574079023acbe1f17bbb58c9e5a781cabf17664;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:53
dcb36f60da81ca5e83b113dcdfc3aa9a8a37b9b1;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:43
f306efc63ec60e43b1cb0d09a0ed8fe19ce55b72;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:40
08370bfbfd4ed7c48f038e024e551bac0a63ba23;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:46
cb42763f6dac87be46bc51edd1443d4f3cf1bf03;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:13:09
e95a2efd61f9da801b5fe1d88fc327f132167000;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:40
91ba52b737353ddebe9604ba65a997a84a56d1e2;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:42
8841f761f9658697b571ae468d33cc5cf357ab7d;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:41
a7dc80604b1b716089aa211c264d59e54a43d841;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:44
6e72c1489606628254928c3667af90be9da9b006;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:13:09
80cb401c1ecb41ace47b0dff7047e7b5fd3d2efe;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:50
eb4566d32c97dc7f3c2c412813e9b614d73a9efd;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:39
c24f2a555382e87f0b7c548143ee28dffec8ccb0;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:13:11
d781d9a9d066c76e837370653d8b6262cc79cbd7;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:13:12
6e1c9046647482a70dda08669bcac8361cd99e7c;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:13:15
3ba967a2f895ca463fb9c125b2822393c3c6947c;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:55
5a014cf9236959370c8e695f353183231fee91b0;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:39
2e6732ee94a05735577645adc9e83abd352c9768;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:51
bf2955d96c318c8a30c8bfa4cb1a3c091267f461;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:13:07
9b0ae883a05a1caa60f218b8e469041e60102e8c;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:41
9c8e8cd0e7eee7cbf7bb05437b3308a561b47bff;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:38
634c0f617d24d8b66f490443782bd1740aa17c6a;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:36
bd2bf0d57297e01079ed70f72af56a23a2ef096e;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:45
a5571c560ac54ac9afe3e94ac0f3c1418bd31c47;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:55
5af788413fdaa88f7e2992963eff71061cd85d02;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:13:06
be707ffbb368f96137d477161653052114e18397;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:13:02
042f511e8b4ae76c0bc6637f6916560ff54a09b2;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:36
c7e9b8b03950dba7512acee8b6753690c8b738c8;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:13:17
5cdcc5955bfe3f168df587f86f361ddd1b8eadc2;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:55
25bf26aff41adeed9b58ffd1df5d825bffaa6c3d;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:57
b70f47535922857cfd15c3fe5039f00ede9b5e1d;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:39
d09305219ba812d4d57973013e1228a0a0db00a9;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:41
2b33eb06ba1fd5ae47e6188e523d94c46d8d7598;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:50
727861bdfc14aceb2fd0c90d17efcb9bf023aba4;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:13:03
57a9e97b9a64f5fb4d77e99dc730aeccac098a3d;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:46
2b6609c111056378a59c41bd549463159318b1d6;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:50
fefa1f6c22bd2a0ac74f8bcefa69929cbc04b06c;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:54
876e9e622b23513a1e2c2b1640872040ffd80b9c;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:41
354043f3c55482fc3a4d32cd0b8ebee284cb91f9;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:50
c2419f5eabde20d582066e34d63999ebc75c8cab;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:49
aff789a34e72eedebb2ec08ef06e4f0508f979d8;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:39
745c733da83511f99adadaf8f669d992c06417da;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:44
798b72001c5e6cfb60966959f913498da8ecb1c2;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:39
0aaf146a7c99884498bc8040f0865591f09009fd;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:13:02
d913bf55007db3f747c67d9c17ab7ed9dbf1d2ee;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:54
1f55e548d3c222493f537d75639d5fd626fd4e30;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:13:08
aecc8fbcc04ca956de34a2c9b35e5414df42bc9d;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:59
7829dd58cb12be0a4ae4c4575dd9d63b465f47b4;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:45
bd7f0b5cfe6bce1b60203a49028c4ea87c451ac5;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:47
dd9ebbb915600d0543b98e8bd3bb9c20144d14d4;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:54
b263a8b270d27c2db0277395a6abefc20b4569e1;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:13:14
8dabf1431d5d55a3e225b6046f6631232d1143c5;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:51
9563972cdd48886af74b994ba58a854feca0ad08;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:41
5f7efe15499df2dd48369981483d6ccf2ebc393d;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:57
f2fcd0905f267e9a1da8d31abe6450d452ae4d3e;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:54
c0bc4531340e618f78f517984f753217ddcdf50a;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:36
62f6b001120f0c128035d28fc676648d10432ce0;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:49
45378598daa96fc14d4a364af37672a8dbb11115;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:57
88bccc0e89d1eab4991b759b8fc753a2692f3a87;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:37
9037bea567711ad36a6a40eb6a4afe4fbe1d7480;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:51
f9b7c47e3076a7511903efd592c757a3ff4f7c3e;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:42
e2c6cd431b5b5cbc741b510bfc31ce45b77463f3;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;ja;Datenerhebung;10/18/2022;16:12:48
24fb8d24c1f3537a2244a3e8b38132906159d714;26753771;Multiple choice (Single answer);Haben Sie schon mal einen Statistikkurs besucht?;nein;Datenerhebung;10/18/2022;16:12:54
